Index,Hour,Temperature(°C),Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature(°C),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),Rented Bike Count,Autumn,Spring,Summer,Winter,Holiday,No Holiday,Func _No,Func _Yes
6162,18,33.7,53,2.4,2000,22.7,0.78,0.0,0.0,2305,0,0,1,0,0,1,0,1
6163,19,32.7,56,2.2,2000,22.7,0.33,0.0,0.0,1972,0,0,1,0,0,1,0,1
6164,20,31.8,59,0.9,2000,22.7,0.0,0.0,0.0,1705,0,0,1,0,0,1,0,1
6165,21,31.3,59,0.3,2000,22.3,0.0,0.0,0.0,1684,0,0,1,0,0,1,0,1
6166,22,30.9,63,0.7,2000,23.0,0.0,0.0,0.0,1587,0,0,1,0,0,1,0,1
6167,23,30.3,65,0.4,2000,22.9,0.0,0.0,0.0,1165,0,0,1,0,0,1,0,1
6168,0,30.0,67,0.8,1986,23.1,0.0,0.0,0.0,1034,0,0,1,0,1,0,0,1
6169,1,29.6,69,0.4,1942,23.3,0.0,0.0,0.0,850,0,0,1,0,1,0,0,1
6170,2,29.5,68,0.4,1949,22.9,0.0,0.0,0.0,676,0,0,1,0,1,0,0,1
6171,3,29.1,70,0.3,1952,23.0,0.0,0.0,0.0,474,0,0,1,0,1,0,0,1
6172,4,28.8,73,0.5,1835,23.4,0.0,0.0,0.0,310,0,0,1,0,1,0,0,1
6173,5,28.6,73,0.8,1808,23.2,0.0,0.0,0.0,227,0,0,1,0,1,0,0,1
6174,6,28.4,74,1.0,1700,23.3,0.0,0.0,0.0,346,0,0,1,0,1,0,0,1
6175,7,28.6,71,0.6,1797,22.8,0.17,0.0,0.0,429,0,0,1,0,1,0,0,1
6176,8,29.9,60,0.8,1772,21.2,0.83,0.0,0.0,553,0,0,1,0,1,0,0,1
6177,9,32.0,53,1.6,2000,21.2,1.56,0.0,0.0,563,0,0,1,0,1,0,0,1
6178,10,33.5,49,1.0,1937,21.3,2.09,0.0,0.0,547,0,0,1,0,1,0,0,1
6179,11,35.4,44,1.2,1887,21.2,2.58,0.0,0.0,586,0,0,1,0,1,0,0,1
6180,12,36.5,41,1.1,1807,21.1,2.73,0.0,0.0,563,0,0,1,0,1,0,0,1
6181,13,36.9,39,1.5,2000,20.6,2.46,0.0,0.0,591,0,0,1,0,1,0,0,1
6182,14,37.2,38,0.9,1976,20.5,1.96,0.0,0.0,627,0,0,1,0,1,0,0,1
6183,15,37.4,38,1.4,2000,20.6,1.72,0.0,0.0,761,0,0,1,0,1,0,0,1
6184,16,36.6,39,0.7,2000,20.3,0.44,0.0,0.0,877,0,0,1,0,1,0,0,1
6185,17,33.6,55,3.9,1929,23.3,0.86,0.0,0.0,960,0,0,1,0,1,0,0,1
6186,18,32.8,63,2.3,1546,24.8,0.89,0.1,0.0,925,0,0,1,0,1,0,0,1
6187,19,28.7,76,0.7,2000,24.0,0.11,0.9,0.0,1301,0,0,1,0,1,0,0,1
6188,20,28.4,69,1.5,2000,22.1,0.01,0.0,0.0,1500,0,0,1,0,1,0,0,1
6189,21,28.6,69,1.3,2000,22.3,0.0,0.0,0.0,1507,0,0,1,0,1,0,0,1
6190,22,28.6,67,1.0,2000,21.8,0.0,0.0,0.0,1350,0,0,1,0,1,0,0,1
6191,23,28.5,69,1.1,2000,22.2,0.0,0.0,0.0,1008,0,0,1,0,1,0,0,1
6192,0,28.4,68,0.9,2000,21.9,0.0,0.0,0.0,808,0,0,1,0,0,1,0,1
6193,1,28.2,70,1.0,2000,22.2,0.0,0.0,0.0,535,0,0,1,0,0,1,0,1
6194,2,28.1,68,0.8,2000,21.6,0.0,0.0,0.0,381,0,0,1,0,0,1,0,1
6195,3,27.9,68,0.6,2000,21.4,0.0,0.0,0.0,252,0,0,1,0,0,1,0,1
6196,4,27.8,69,0.9,2000,21.5,0.0,0.0,0.0,173,0,0,1,0,0,1,0,1
6197,5,28.0,66,0.5,2000,21.0,0.0,0.0,0.0,263,0,0,1,0,0,1,0,1
6198,6,27.5,72,1.1,2000,21.9,0.0,0.0,0.0,631,0,0,1,0,0,1,0,1
6199,7,27.6,71,1.2,2000,21.8,0.14,0.0,0.0,1105,0,0,1,0,0,1,0,1
6200,8,28.2,68,1.3,2000,21.7,0.41,0.0,0.0,1660,0,0,1,0,0,1,0,1
6201,9,30.6,55,1.1,2000,20.5,1.46,0.0,0.0,876,0,0,1,0,0,1,0,1
6202,10,31.9,51,2.2,1939,20.4,2.04,0.0,0.0,612,0,0,1,0,0,1,0,1
6203,11,33.5,48,2.4,1968,20.9,2.71,0.0,0.0,672,0,0,1,0,0,1,0,1
6204,12,34.5,44,2.2,2000,20.4,3.19,0.0,0.0,668,0,0,1,0,0,1,0,1
6206,14,35.3,40,2.0,2000,19.6,3.17,0.0,0.0,638,0,0,1,0,0,1,0,1
6207,15,35.0,38,2.0,2000,18.5,2.8,0.0,0.0,720,0,0,1,0,0,1,0,1
6208,16,34.5,37,1.9,2000,17.6,2.36,0.0,0.0,902,0,0,1,0,0,1,0,1
6209,17,33.8,37,2.2,2000,17.0,1.74,0.0,0.0,1384,0,0,1,0,0,1,0,1
6210,18,32.4,40,2.1,2000,17.0,1.04,0.0,0.0,2481,0,0,1,0,0,1,0,1
6211,19,29.8,45,2.5,2000,16.5,0.36,0.0,0.0,2286,0,0,1,0,0,1,0,1
6212,20,27.9,47,1.9,2000,15.5,0.01,0.0,0.0,2114,0,0,1,0,0,1,0,1
6213,21,26.8,46,2.0,2000,14.2,0.0,0.0,0.0,2127,0,0,1,0,0,1,0,1
6214,22,25.9,45,2.1,2000,13.0,0.0,0.0,0.0,1943,0,0,1,0,0,1,0,1
6215,23,25.0,44,2.2,2000,11.8,0.0,0.0,0.0,1446,0,0,1,0,0,1,0,1
6216,0,24.1,45,2.0,2000,11.4,0.0,0.0,0.0,1109,0,0,1,0,0,1,0,1
6217,1,23.4,47,2.1,2000,11.4,0.0,0.0,0.0,842,0,0,1,0,0,1,0,1
6218,2,22.8,50,1.4,2000,11.8,0.0,0.0,0.0,572,0,0,1,0,0,1,0,1
6219,3,22.4,52,1.3,2000,12.0,0.0,0.0,0.0,375,0,0,1,0,0,1,0,1
6220,4,22.1,54,1.6,2000,12.3,0.0,0.0,0.0,276,0,0,1,0,0,1,0,1
6221,5,21.8,55,1.9,2000,12.3,0.0,0.0,0.0,304,0,0,1,0,0,1,0,1
6222,6,21.8,51,2.0,2000,11.2,0.0,0.0,0.0,719,0,0,1,0,0,1,0,1
6223,7,22.0,49,1.7,2000,10.7,0.23,0.0,0.0,1271,0,0,1,0,0,1,0,1
6224,8,23.5,44,1.7,1944,10.5,0.98,0.0,0.0,1918,0,0,1,0,0,1,0,1
6225,9,25.5,40,2.6,1990,10.8,1.7,0.0,0.0,1069,0,0,1,0,0,1,0,1
6226,10,27.0,36,2.2,1977,10.6,2.34,0.0,0.0,717,0,0,1,0,0,1,0,1
6227,11,28.8,33,2.2,1951,10.9,2.85,0.0,0.0,844,0,0,1,0,0,1,0,1
6228,12,30.3,30,1.9,1981,10.7,3.17,0.0,0.0,904,0,0,1,0,0,1,0,1
6230,14,32.7,27,2.0,1964,11.2,3.21,0.0,0.0,791,0,0,1,0,0,1,0,1
6231,15,33.5,26,2.1,2000,11.3,2.9,0.0,0.0,970,0,0,1,0,0,1,0,1
6232,16,33.7,26,1.5,2000,11.5,2.39,0.0,0.0,1112,0,0,1,0,0,1,0,1
6233,17,33.1,27,1.9,1975,11.5,1.76,0.0,0.0,1666,0,0,1,0,0,1,0,1
6235,19,31.0,31,1.5,2000,11.8,0.34,0.0,0.0,2353,0,0,1,0,0,1,0,1
6236,20,28.4,40,1.7,1887,13.4,0.0,0.0,0.0,2130,0,0,1,0,0,1,0,1
6237,21,27.1,43,1.6,2000,13.4,0.0,0.0,0.0,2008,0,0,1,0,0,1,0,1
6238,22,26.0,45,1.7,2000,13.1,0.0,0.0,0.0,1787,0,0,1,0,0,1,0,1
6239,23,25.2,47,1.2,2000,13.0,0.0,0.0,0.0,1466,0,0,1,0,0,1,0,1
6240,0,24.5,48,1.2,2000,12.7,0.0,0.0,0.0,1191,0,0,1,0,0,1,0,1
6241,1,23.9,51,0.9,2000,13.1,0.0,0.0,0.0,969,0,0,1,0,0,1,0,1
6242,2,23.4,53,1.1,2000,13.2,0.0,0.0,0.0,698,0,0,1,0,0,1,0,1
6243,3,23.0,54,1.0,1818,13.1,0.0,0.0,0.0,483,0,0,1,0,0,1,0,1
6244,4,22.6,55,1.4,2000,13.0,0.0,0.0,0.0,316,0,0,1,0,0,1,0,1
6245,5,22.0,58,1.0,2000,13.3,0.0,0.0,0.0,262,0,0,1,0,0,1,0,1
6246,6,21.6,60,1.0,2000,13.4,0.0,0.0,0.0,397,0,0,1,0,0,1,0,1
6247,7,21.7,57,1.3,2000,12.8,0.23,0.0,0.0,475,0,0,1,0,0,1,0,1
6248,8,23.2,47,1.0,2000,11.2,0.93,0.0,0.0,754,0,0,1,0,0,1,0,1
6249,9,25.3,42,1.4,1921,11.4,1.7,0.0,0.0,771,0,0,1,0,0,1,0,1
6250,10,27.0,37,1.2,1962,11.0,2.32,0.0,0.0,769,0,0,1,0,0,1,0,1
6251,11,28.4,35,1.6,2000,11.4,2.82,0.0,0.0,857,0,0,1,0,0,1,0,1
6252,12,29.8,33,1.5,1936,11.7,3.14,0.0,0.0,952,0,0,1,0,0,1,0,1
6253,13,31.1,30,1.5,2000,11.4,3.24,0.0,0.0,1003,0,0,1,0,0,1,0,1
6254,14,31.0,31,1.8,1999,11.8,2.8,0.0,0.0,1121,0,0,1,0,0,1,0,1
6255,15,31.7,30,1.9,1943,11.9,2.23,0.0,0.0,1196,0,0,1,0,0,1,0,1
6256,16,31.8,33,2.1,2000,13.5,1.88,0.0,0.0,1398,0,0,1,0,0,1,0,1
6257,17,29.9,39,2.9,2000,14.4,0.86,0.0,0.0,1806,0,0,1,0,0,1,0,1
6258,18,30.1,37,2.1,2000,13.8,0.88,0.0,0.0,1979,0,0,1,0,0,1,0,1
6259,19,28.5,45,1.6,2000,15.4,0.23,0.0,0.0,2127,0,0,1,0,0,1,0,1
6260,20,27.6,46,1.2,2000,14.9,0.01,0.0,0.0,1965,0,0,1,0,0,1,0,1
6261,21,26.8,48,0.9,2000,14.8,0.0,0.0,0.0,1886,0,0,1,0,0,1,0,1
6262,22,26.3,48,0.8,2000,14.4,0.0,0.0,0.0,1681,0,0,1,0,0,1,0,1
6263,23,25.9,52,1.3,2000,15.2,0.0,0.0,0.0,1342,0,0,1,0,0,1,0,1
6264,0,25.3,53,2.4,2000,15.0,0.0,0.0,0.0,1100,0,0,1,0,0,1,0,1
6265,1,25.0,57,0.9,2000,15.8,0.0,0.0,0.0,844,0,0,1,0,0,1,0,1
6266,2,24.5,59,0.3,2000,15.9,0.0,0.0,0.0,611,0,0,1,0,0,1,0,1
6267,3,24.0,59,0.6,2000,15.4,0.0,0.0,0.0,425,0,0,1,0,0,1,0,1
6268,4,23.6,61,0.3,2000,15.6,0.0,0.0,0.0,264,0,0,1,0,0,1,0,1
6269,5,23.4,63,0.3,2000,15.9,0.0,0.0,0.0,223,0,0,1,0,0,1,0,1
6270,6,23.1,64,0.6,2000,15.9,0.0,0.0,0.0,260,0,0,1,0,0,1,0,1
6271,7,23.3,64,1.0,2000,16.0,0.1,0.0,0.0,392,0,0,1,0,0,1,0,1
6272,8,24.4,58,0.8,2000,15.5,0.45,0.0,0.0,592,0,0,1,0,0,1,0,1
6273,9,26.3,50,0.7,1980,15.0,1.28,0.0,0.0,645,0,0,1,0,0,1,0,1
6274,10,27.3,49,0.9,1968,15.6,1.17,0.0,0.0,732,0,0,1,0,0,1,0,1
6275,11,28.4,43,1.0,1914,14.6,1.52,0.0,0.0,795,0,0,1,0,0,1,0,1
6276,12,30.9,37,1.8,1858,14.5,2.98,0.0,0.0,926,0,0,1,0,0,1,0,1
6277,13,32.4,33,2.7,1893,14.0,3.1,0.0,0.0,943,0,0,1,0,0,1,0,1
6278,14,33.4,31,1.2,1962,13.9,2.73,0.0,0.0,972,0,0,1,0,0,1,0,1
6279,15,33.8,31,1.6,2000,14.3,2.45,0.0,0.0,1181,0,0,1,0,0,1,0,1
6280,16,33.3,32,2.4,2000,14.3,1.98,0.0,0.0,1395,0,0,1,0,0,1,0,1
6281,17,32.7,33,2.5,1994,14.3,1.18,0.0,0.0,1721,0,0,1,0,0,1,0,1
6282,18,32.3,41,1.9,2000,17.3,0.62,0.0,0.0,1928,0,0,1,0,0,1,0,1
6283,19,29.7,55,2.5,2000,19.6,0.23,0.0,0.0,2186,0,0,1,0,0,1,0,1
6284,20,28.5,58,1.4,2000,19.4,0.0,0.0,0.0,2029,0,0,1,0,0,1,0,1
6285,21,27.9,61,0.7,2000,19.6,0.0,0.0,0.0,1821,0,0,1,0,0,1,0,1
6286,22,27.7,62,0.6,2000,19.7,0.0,0.0,0.0,1546,0,0,1,0,0,1,0,1
6287,23,27.5,60,0.3,2000,19.0,0.0,0.0,0.0,1016,0,0,1,0,0,1,0,1
6288,0,27.0,62,0.6,2000,19.0,0.0,0.0,0.0,818,0,0,1,0,0,1,0,1
6289,1,26.6,64,0.2,2000,19.2,0.0,0.0,0.0,527,0,0,1,0,0,1,0,1
6290,2,26.3,65,0.3,2000,19.1,0.0,0.0,0.0,352,0,0,1,0,0,1,0,1
6291,3,26.1,65,0.6,2000,18.9,0.0,0.0,0.0,255,0,0,1,0,0,1,0,1
6292,4,26.2,65,1.1,1542,19.0,0.0,0.0,0.0,193,0,0,1,0,0,1,0,1
6293,5,25.7,68,0.8,1395,19.3,0.0,0.0,0.0,281,0,0,1,0,0,1,0,1
6294,6,25.3,67,1.5,1450,18.7,0.0,0.0,0.0,675,0,0,1,0,0,1,0,1
6295,7,25.4,60,1.4,1879,17.0,0.16,0.0,0.0,1285,0,0,1,0,0,1,0,1
6296,8,26.6,54,1.1,1739,16.5,0.75,0.0,0.0,1912,0,0,1,0,0,1,0,1
6297,9,27.5,54,1.0,1993,17.3,0.81,0.0,0.0,993,0,0,1,0,0,1,0,1
6298,10,29.3,49,2.0,1875,17.4,1.65,0.0,0.0,719,0,0,1,0,0,1,0,1
6299,11,31.2,45,1.9,1810,17.8,2.72,0.0,0.0,766,0,0,1,0,0,1,0,1
6300,12,31.7,45,2.5,1814,18.3,1.96,0.0,0.0,808,0,0,1,0,0,1,0,1
6301,13,31.6,46,2.7,1864,18.5,1.77,0.0,0.0,847,0,0,1,0,0,1,0,1
6302,14,32.1,45,2.8,1966,18.6,1.51,0.0,0.0,816,0,0,1,0,0,1,0,1
6303,15,32.9,45,1.9,1877,19.3,1.84,0.0,0.0,992,0,0,1,0,0,1,0,1
6304,16,32.3,45,2.8,1928,18.8,0.98,0.0,0.0,1253,0,0,1,0,0,1,0,1
6305,17,32.1,44,2.6,1731,18.3,0.6,0.0,0.0,1704,0,0,1,0,0,1,0,1
6306,18,31.6,47,2.1,1867,18.9,0.26,0.0,0.0,2628,0,0,1,0,0,1,0,1
6307,19,30.8,55,1.9,1170,20.7,0.06,0.0,0.0,2162,0,0,1,0,0,1,0,1
6308,20,29.8,61,3.4,1525,21.4,0.0,0.0,0.0,1999,0,0,1,0,0,1,0,1
6309,21,29.3,63,3.1,1677,21.5,0.0,0.0,0.0,1971,0,0,1,0,0,1,0,1
6310,22,29.0,63,4.2,1776,21.2,0.0,0.0,0.0,1630,0,0,1,0,0,1,0,1
6311,23,28.5,62,4.9,1882,20.5,0.0,0.0,0.0,1241,0,0,1,0,0,1,0,1
6312,0,28.3,59,3.7,1945,19.5,0.0,0.0,0.0,898,0,0,1,0,0,1,0,1
6313,1,28.0,61,3.9,1890,19.7,0.0,0.0,0.0,690,0,0,1,0,0,1,0,1
6314,2,27.6,60,4.3,1854,19.1,0.0,0.0,0.0,376,0,0,1,0,0,1,0,1
6315,3,26.8,62,4.5,1742,18.9,0.0,0.1,0.0,173,0,0,1,0,0,1,0,1
6317,5,23.8,86,3.6,420,21.3,0.0,1.0,0.0,57,0,0,1,0,0,1,0,1
6318,6,23.8,89,3.3,882,21.8,0.0,1.5,0.0,73,0,0,1,0,0,1,0,1
6319,7,23.4,94,2.4,1773,22.3,0.02,2.0,0.0,608,0,0,1,0,0,1,0,1
6320,8,24.0,84,3.5,1975,21.1,0.47,0.0,0.0,1530,0,0,1,0,0,1,0,1
6321,9,24.4,82,3.0,1847,21.1,0.6,0.0,0.0,876,0,0,1,0,0,1,0,1
6322,10,24.8,82,3.2,1732,21.5,0.34,0.0,0.0,402,0,0,1,0,0,1,0,1
6323,11,24.7,85,2.3,1438,22.0,0.27,0.0,0.0,681,0,0,1,0,0,1,0,1
6324,12,25.7,74,3.4,1951,20.7,1.16,0.0,0.0,848,0,0,1,0,0,1,0,1
6325,13,27.1,66,2.6,1895,20.1,1.54,0.0,0.0,827,0,0,1,0,0,1,0,1
6326,14,28.5,58,2.6,1965,19.4,1.93,0.0,0.0,788,0,0,1,0,0,1,0,1
6327,15,29.5,57,2.0,2000,20.0,2.1,0.0,0.0,957,0,0,1,0,0,1,0,1
6328,16,30.4,53,2.0,1990,19.7,1.82,0.0,0.0,1112,0,0,1,0,0,1,0,1
6329,17,30.8,52,2.3,1953,19.8,1.49,0.0,0.0,1663,0,0,1,0,0,1,0,1
6331,19,29.2,62,1.7,2000,21.1,0.31,0.0,0.0,2364,0,0,1,0,0,1,0,1
6332,20,27.7,69,1.6,1992,21.4,0.01,0.0,0.0,2169,0,0,1,0,0,1,0,1
6333,21,26.8,72,0.4,1985,21.3,0.0,0.0,0.0,2057,0,0,1,0,0,1,0,1
6334,22,26.1,76,1.2,1867,21.5,0.0,0.0,0.0,1828,0,0,1,0,0,1,0,1
6335,23,25.6,75,0.1,1892,20.8,0.0,0.0,0.0,1277,0,0,1,0,0,1,0,1
6336,0,25.1,79,0.5,1891,21.1,0.0,0.0,0.0,1025,0,0,1,0,0,1,0,1
6337,1,24.6,79,0.6,1884,20.7,0.0,0.0,0.0,782,0,0,1,0,0,1,0,1
6338,2,24.2,79,0.6,1882,20.3,0.0,0.0,0.0,512,0,0,1,0,0,1,0,1
6339,3,24.1,80,0.8,1920,20.4,0.0,0.0,0.0,346,0,0,1,0,0,1,0,1
6340,4,23.6,81,0.8,1943,20.1,0.0,0.0,0.0,214,0,0,1,0,0,1,0,1
6341,5,23.4,82,0.4,2000,20.1,0.0,0.0,0.0,289,0,0,1,0,0,1,0,1
6342,6,23.7,78,0.3,2000,19.6,0.0,0.0,0.0,655,0,0,1,0,0,1,0,1
6343,7,24.3,74,0.6,1999,19.3,0.1,0.0,0.0,1330,0,0,1,0,0,1,0,1
6344,8,25.7,66,0.9,1976,18.8,0.64,0.0,0.0,1990,0,0,1,0,0,1,0,1
6345,9,28.0,56,1.5,1982,18.3,1.57,0.0,0.0,1015,0,0,1,0,0,1,0,1
6346,10,30.2,52,1.4,1923,19.2,2.13,0.0,0.0,700,0,0,1,0,0,1,0,1
6347,11,32.1,49,1.6,1874,20.0,2.63,0.0,0.0,710,0,0,1,0,0,1,0,1
6348,12,33.9,45,1.4,1923,20.2,2.95,0.0,0.0,784,0,0,1,0,0,1,0,1
6349,13,35.3,41,2.1,1925,20.0,3.1,0.0,0.0,727,0,0,1,0,0,1,0,1
6350,14,36.2,36,1.5,1985,18.7,2.87,0.0,0.0,760,0,0,1,0,0,1,0,1
6351,15,36.8,36,1.0,2000,19.2,2.46,0.0,0.0,842,0,0,1,0,0,1,0,1
6352,16,37.4,35,1.3,2000,19.3,2.0,0.0,0.0,993,0,0,1,0,0,1,0,1
6353,17,36.4,39,1.2,2000,20.2,1.15,0.0,0.0,1495,0,0,1,0,0,1,0,1
6354,18,35.4,40,1.0,2000,19.7,0.34,0.0,0.0,2528,0,0,1,0,0,1,0,1
6355,19,35.2,41,0.5,2000,19.9,0.31,0.0,0.0,2087,0,0,1,0,0,1,0,1
6356,20,33.2,51,1.0,2000,21.6,0.02,0.0,0.0,1808,0,0,1,0,0,1,0,1
6357,21,33.1,46,2.7,2000,19.9,0.0,0.0,0.0,1807,0,0,1,0,0,1,0,1
6358,22,32.1,47,2.0,2000,19.3,0.0,0.0,0.0,1556,0,0,1,0,0,1,0,1
6359,23,31.2,50,1.8,2000,19.5,0.0,0.0,0.0,1117,0,0,1,0,0,1,0,1
6360,0,30.7,52,1.3,2000,19.7,0.0,0.0,0.0,908,0,0,1,0,0,1,0,1
6361,1,30.1,54,0.8,2000,19.7,0.0,0.0,0.0,745,0,0,1,0,0,1,0,1
6362,2,29.8,53,1.4,2000,19.1,0.0,0.0,0.0,492,0,0,1,0,0,1,0,1
6363,3,29.7,52,1.4,2000,18.7,0.0,0.0,0.0,304,0,0,1,0,0,1,0,1
6364,4,29.3,54,1.0,2000,19.0,0.0,0.0,0.0,168,0,0,1,0,0,1,0,1
6365,5,28.5,57,0.9,2000,19.1,0.0,0.1,0.0,185,0,0,1,0,0,1,0,1
6366,6,28.3,55,1.5,2000,18.3,0.0,0.0,0.0,492,0,0,1,0,0,1,0,1
6367,7,28.3,55,1.1,2000,18.3,0.03,0.0,0.0,720,0,0,1,0,0,1,0,1
6368,8,28.1,58,1.3,2000,19.0,0.14,0.0,0.0,1678,0,0,1,0,0,1,0,1
6369,9,29.3,54,1.5,2000,19.0,0.82,0.0,0.0,924,0,0,1,0,0,1,0,1
6370,10,30.2,52,1.8,2000,19.2,0.93,0.0,0.0,551,0,0,1,0,0,1,0,1
6371,11,29.9,57,1.7,1992,20.4,0.88,0.1,0.0,711,0,0,1,0,0,1,0,1
6372,12,31.9,49,1.9,2000,19.8,1.85,0.0,0.0,769,0,0,1,0,0,1,0,1
6373,13,31.0,53,1.9,2000,20.2,0.79,0.0,0.0,584,0,0,1,0,0,1,0,1
6374,14,30.5,59,2.0,2000,21.5,0.84,0.1,0.0,740,0,0,1,0,0,1,0,1
6375,15,32.0,53,2.1,1992,21.2,1.57,0.0,0.0,837,0,0,1,0,0,1,0,1
6376,16,31.7,56,1.9,2000,21.8,0.92,0.0,0.0,944,0,0,1,0,0,1,0,1
6377,17,30.8,59,2.2,2000,21.8,0.41,0.0,0.0,1249,0,0,1,0,0,1,0,1
6378,18,30.6,55,2.3,2000,20.5,0.11,0.0,0.0,1447,0,0,1,0,0,1,0,1
6379,19,30.0,59,2.2,1970,21.1,0.01,0.0,0.0,582,0,0,1,0,0,1,0,1
6380,20,29.2,62,2.1,1952,21.1,0.0,0.1,0.0,257,0,0,1,0,0,1,0,1
6381,21,27.8,72,2.0,2000,22.2,0.0,0.1,0.0,189,0,0,1,0,0,1,0,1
6382,22,26.6,84,1.7,1815,23.6,0.0,1.5,0.0,215,0,0,1,0,0,1,0,1
6383,23,26.1,84,1.9,1801,23.1,0.0,0.5,0.0,267,0,0,1,0,0,1,0,1
6384,0,25.7,83,2.0,2000,22.5,0.0,0.5,0.0,238,0,0,1,0,0,1,0,1
6385,1,25.7,80,2.0,2000,21.9,0.0,0.2,0.0,208,0,0,1,0,0,1,0,1
6386,2,25.4,85,2.0,1453,22.6,0.0,0.8,0.0,83,0,0,1,0,0,1,0,1
6387,3,24.8,87,2.2,1286,22.4,0.0,1.0,0.0,62,0,0,1,0,0,1,0,1
6388,4,24.5,88,2.0,1433,22.3,0.0,1.0,0.0,30,0,0,1,0,0,1,0,1
6389,5,24.6,88,1.5,1967,22.4,0.0,0.5,0.0,45,0,0,1,0,0,1,0,1
6390,6,24.9,88,1.1,2000,22.7,0.0,0.5,0.0,173,0,0,1,0,0,1,0,1
6391,7,24.2,88,2.3,2000,22.0,0.05,0.0,0.0,400,0,0,1,0,0,1,0,1
6392,8,24.4,86,1.7,2000,21.8,0.13,0.0,0.0,578,0,0,1,0,0,1,0,1
6393,9,24.8,85,1.7,2000,22.0,0.32,0.0,0.0,484,0,0,1,0,0,1,0,1
6394,10,26.0,77,2.2,2000,21.6,0.61,0.0,0.0,286,0,0,1,0,0,1,0,1
6395,11,26.2,76,2.6,1995,21.6,0.88,0.0,0.0,415,0,0,1,0,0,1,0,1
6396,12,25.8,81,3.2,1828,22.2,0.8,0.0,0.0,355,0,0,1,0,0,1,0,1
6397,13,25.8,78,2.8,2000,21.6,0.95,0.0,0.0,274,0,0,1,0,0,1,0,1
6398,14,24.4,93,2.9,250,23.1,0.26,1.5,0.0,152,0,0,1,0,0,1,0,1
6399,15,24.0,94,3.1,1188,22.9,0.41,0.5,0.0,405,0,0,1,0,0,1,0,1
6400,16,24.6,85,2.7,1973,21.9,0.55,0.0,0.0,455,0,0,1,0,0,1,0,1
6401,17,24.1,89,1.9,2000,22.1,0.58,0.0,0.0,403,0,0,1,0,0,1,0,1
6402,18,23.8,95,2.7,1938,22.9,0.11,1.5,0.0,916,0,0,1,0,0,1,0,1
6403,19,23.6,86,3.0,1275,21.1,0.04,0.0,0.0,948,0,0,1,0,0,1,0,1
6404,20,23.5,81,3.5,2000,20.0,0.0,0.0,0.0,1162,0,0,1,0,0,1,0,1
6405,21,23.5,79,3.6,2000,19.6,0.0,0.0,0.0,1300,0,0,1,0,0,1,0,1
6406,22,23.5,79,2.9,1860,19.6,0.0,0.0,0.0,1202,0,0,1,0,0,1,0,1
6407,23,23.4,79,2.7,1990,19.5,0.0,0.0,0.0,1084,0,0,1,0,0,1,0,1
6408,0,23.2,81,2.4,1976,19.7,0.0,0.0,0.0,980,0,0,1,0,0,1,0,1
6409,1,23.0,82,2.1,1922,19.7,0.0,0.0,0.0,886,0,0,1,0,0,1,0,1
6410,2,22.9,82,2.1,1829,19.6,0.0,0.0,0.0,708,0,0,1,0,0,1,0,1
6411,3,23.1,80,2.0,1849,19.4,0.0,0.0,0.0,456,0,0,1,0,0,1,0,1
6412,4,23.2,79,1.8,1941,19.3,0.0,0.0,0.0,306,0,0,1,0,0,1,0,1
6413,5,23.3,79,1.7,1592,19.4,0.0,0.0,0.0,232,0,0,1,0,0,1,0,1
6414,6,23.5,79,2.0,1439,19.6,0.0,0.0,0.0,318,0,0,1,0,0,1,0,1
6415,7,23.7,76,1.9,1281,19.2,0.08,0.0,0.0,490,0,0,1,0,0,1,0,1
6416,8,24.1,78,2.0,1133,20.0,0.34,0.0,0.0,721,0,0,1,0,0,1,0,1
6417,9,25.3,72,2.4,1220,19.8,1.08,0.0,0.0,808,0,0,1,0,0,1,0,1
6418,10,26.3,67,3.2,1673,19.6,1.48,0.0,0.0,858,0,0,1,0,0,1,0,1
6419,11,28.0,57,3.3,1827,18.6,2.71,0.0,0.0,916,0,0,1,0,0,1,0,1
6420,12,27.9,55,2.9,1922,18.0,1.49,0.0,0.0,1070,0,0,1,0,0,1,0,1
6421,13,28.6,54,2.9,1925,18.3,1.85,0.0,0.0,1231,0,0,1,0,0,1,0,1
6422,14,29.2,52,3.1,1735,18.3,2.68,0.0,0.0,1261,0,0,1,0,0,1,0,1
6423,15,28.1,53,4.5,1953,17.6,1.6,0.0,0.0,1516,0,0,1,0,0,1,0,1
6424,16,27.2,58,3.7,1987,18.2,0.99,0.0,0.0,1592,0,0,1,0,0,1,0,1
6425,17,26.9,60,2.8,2000,18.4,0.77,0.0,0.0,1797,0,0,1,0,0,1,0,1
6426,18,27.1,56,3.0,1987,17.5,0.87,0.0,0.0,2080,0,0,1,0,0,1,0,1
6427,19,25.8,62,3.3,2000,17.9,0.27,0.0,0.0,2043,0,0,1,0,0,1,0,1
6428,20,24.6,65,2.9,2000,17.5,0.0,0.0,0.0,2022,0,0,1,0,0,1,0,1
6429,21,23.9,71,2.3,2000,18.3,0.0,0.0,0.0,1937,0,0,1,0,0,1,0,1
6430,22,23.4,75,1.6,2000,18.7,0.0,0.0,0.0,1717,0,0,1,0,0,1,0,1
